date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,home_tries,away_tries
1981-01-17,Wales,England,21,19,1981 Five Nations Championship,Cardiff,Wales,False,,
1981-01-17,France,Scotland,16,9,1981 Five Nations Championship,Paris,France,False,,
1981-02-07,Ireland,France,13,19,1981 Five Nations Championship,Dublin,Ireland,False,,
1981-02-07,Scotland,Wales,15,6,1981 Five Nations Championship,Edinburgh,Scotland,False,,
1981-02-21,England,Scotland,23,17,1981 Five Nations Championship,London,England,False,,
1981-02-21,Wales,Ireland,9,8,1981 Five Nations Championship,Cardiff,Wales,False,,
1981-03-07,France,Wales,19,15,1981 Five Nations Championship,Paris,France,False,,
1981-03-07,Ireland,England,6,10,1981 Five Nations Championship,Dublin,Ireland,False,,
1981-03-21,England,France,12,16,1981 Five Nations Championship,London,England,False,,
1981-03-21,Scotland,Ireland,10,9,1981 Five Nations Championship,Edinburgh,Scotland,False,,
1981-05-30,Argentina,England,19,19,1981 England tour of Argentina,Buenos Aires,Argentina,False,,
1981-05-30,South Africa,Ireland,23,15,1981 Ireland rugby union tour of South Africa,Cape Town,South Africa,False,,
1981-06-06,South Africa,Ireland,12,10,1981 Ireland rugby union tour of South Africa,Durban,South Africa,False,,
1981-06-06,Argentina,England,6,12,1981 England tour of Argentina,Buenos Aires,Argentina,False,,
1981-06-13,New Zealand,Scotland,11,4,1981 Scotland rugby union tour of New Zealand,Dunedin,New Zealand,False,,
1981-06-20,New Zealand,Scotland,40,15,1981 Scotland rugby union tour of New Zealand,Auckland,New Zealand,False,,
1981-07-05,Australia,France,17,15,1981 France tour of Australia,Brisbane,Australia,False,,
1981-07-11,Australia,France,24,14,1981 France tour of Australia,Sydney,Australia,False,,
1981-08-15,New Zealand,South Africa,14,9,1981 South Africa tour,Christchurch,New Zealand,False,,
1981-08-29,New Zealand,South Africa,12,24,1981 South Africa tour,Wellington,New Zealand,False,,
1981-09-12,New Zealand,South Africa,25,22,1981 South Africa tour,Auckland,New Zealand,False,,
1981-11-14,France,New Zealand,9,13,1981 New Zealand tour,Toulouse,France,False,,
1981-11-21,France,New Zealand,6,18,1981 New Zealand tour,Paris,France,False,,
1981-11-21,Ireland,Australia,12,16,1981–82 Australia tour of Great Britain and Ireland,Dublin,Ireland,False,,
1981-12-05,Wales,Australia,18,13,1981–82 Australia tour of Great Britain and Ireland,Cardiff,Wales,False,,
1981-12-19,Scotland,Australia,24,15,1981–82 Australia tour of Great Britain and Ireland,Edinburgh,Scotland,False,,
1982-01-02,England,Australia,15,11,1981–82 Australia tour of Great Britain and Ireland,London,England,False,,
1982-01-16,Scotland,England,9,9,1982 Five Nations Championship,Edinburgh,Scotland,False,,
1982-01-23,Ireland,Wales,20,12,1982 Five Nations Championship,Dublin,Ireland,False,,
1982-02-06,England,Ireland,15,16,1982 Five Nations Championship,London,England,False,,
1982-02-06,Wales,France,22,12,1982 Five Nations Championship,Cardiff,Wales,False,,
1982-02-20,Ireland,Scotland,21,12,1982 Five Nations Championship,Dublin,Ireland,False,,
1982-02-20,France,England,15,27,1982 Five Nations Championship,Paris,France,False,,
1982-03-06,England,Wales,17,7,1982 Five Nations Championship,London,England,False,,
1982-03-06,Scotland,France,16,7,1982 Five Nations Championship,Edinburgh,Scotland,False,,
1982-03-20,Wales,Scotland,18,34,1982 Five Nations Championship,Cardiff,Wales,False,,
1982-03-20,France,Ireland,22,9,1982 Five Nations Championship,Paris,France,False,,
1982-07-04,Australia,Scotland,7,12,1982 Scotland tour of Australia,Brisbane,Australia,False,,
1982-07-10,Australia,Scotland,33,9,1982 Scotland tour of Australia,Sydney,Australia,False,,
1982-08-14,New Zealand,Australia,23,16,1982 Australia tour of New Zealand,Christchurch,New Zealand,False,,
1982-08-28,New Zealand,Australia,16,19,1982 Australia tour of New Zealand,Wellington,New Zealand,False,,
1982-09-11,New Zealand,Australia,33,18,1982 Australia tour of New Zealand,Auckland,New Zealand,False,,
1982-11-14,France,Argentina,25,12,1982 Argentina tour of France and Spain,Toulouse,France,False,,
1982-11-20,France,Argentina,13,6,1982 Argentina tour of France and Spain,Paris,France,False,,
1983-01-15,England,France,15,19,1983 Five Nations Championship,London,England,False,,
1983-01-15,Scotland,Ireland,13,15,1983 Five Nations Championship,Edinburgh,Scotland,False,,
1983-02-05,France,Scotland,19,15,1983 Five Nations Championship,Paris,France,False,,
1983-02-05,Wales,England,13,13,1983 Five Nations Championship,Cardiff,Wales,False,,
1983-02-19,Scotland,Wales,15,19,1983 Five Nations Championship,Edinburgh,Scotland,False,,
1983-02-19,Ireland,France,22,16,1983 Five Nations Championship,Dublin,Ireland,False,,
1983-03-05,England,Scotland,12,22,1983 Five Nations Championship,London,England,False,,
1983-03-05,Wales,Ireland,23,9,1983 Five Nations Championship,Cardiff,Wales,False,,
1983-03-19,Ireland,England,25,15,1983 Five Nations Championship,Dublin,Ireland,False,,
1983-03-19,France,Wales,16,9,1983 Five Nations Championship,Paris,France,False,,
1983-07-31,Australia,Argentina,3,18,1983 Argentina tour of Australia,Brisbane,Australia,False,,
1983-08-07,Australia,Argentina,29,13,1983 Argentina tour of Australia,Sydney,Australia,False,,
1983-08-20,Australia,New Zealand,8,18,1983 New Zealand tour of Australia,Sydney,Australia,False,,
1983-10-22,Italy,Australia,7,29,1983 Australia tour of Italy and France,Rovigo,Italy,False,,
1983-11-12,Scotland,New Zealand,25,25,1983 New Zealand tour,Edinburgh,Scotland,False,,
1983-11-13,France,Australia,15,15,1983 Australia tour of Italy and France,Clermont-Ferrand,France,False,,
1983-11-19,England,New Zealand,15,9,1983 New Zealand rugby union tour of Scotland and England,London,England,False,,
1983-11-19,France,Australia,15,6,1983 Australia tour of Italy and France,Paris,France,False,,
1984-01-21,France,Ireland,25,12,1984 Five Nations Championship,Paris,France,False,,
1984-01-21,Wales,Scotland,9,15,1984 Five Nations Championship,Cardiff,Wales,False,,
1984-02-04,Scotland,England,18,6,1984 Five Nations Championship,Edinburgh,Scotland,False,,
1984-02-04,Ireland,Wales,9,18,1984 Five Nations Championship,Dublin,Ireland,False,,
1984-02-18,Wales,France,16,21,1984 Five Nations Championship,Cardiff,Wales,False,,
1984-02-18,England,Ireland,12,9,1984 Five Nations Championship,London,England,False,,
1984-03-03,France,England,32,18,1984 Five Nations Championship,Paris,France,False,,
1984-03-03,Ireland,Scotland,9,32,1984 Five Nations Championship,Dublin,Ireland,False,,
1984-03-17,Scotland,France,21,12,1984 Five Nations Championship,Edinburgh,Scotland,False,,
1984-03-17,England,Wales,15,24,1984 Five Nations Championship,London,England,False,,
1984-06-02,South Africa,England,33,15,1984 England rugby union tour of South Africa,Port Elizabeth,South Africa,False,,
1984-06-09,South Africa,England,35,9,1984 England rugby union tour of South Africa,Johannesburg,South Africa,False,,
1984-06-16,New Zealand,France,10,9,1984 French tour of New Zealand,Christchurch,New Zealand,False,,
1984-06-23,New Zealand,France,31,18,1984 French tour of New Zealand,Auckland,New Zealand,False,,
1984-07-21,Australia,New Zealand,16,9,1984 New Zealand tour of Australia,Sydney,Australia,False,,
1984-08-04,Australia,New Zealand,15,19,1984 New Zealand tour of Australia,Brisbane,Australia,False,,
1984-08-18,Australia,New Zealand,24,25,1984 New Zealand tour of Australia,Sydney,Australia,False,,
1984-11-03,England,Australia,3,19,1984 Australia tour of Great Britain and Ireland,London,England,False,,
1984-11-10,Ireland,Australia,9,16,1984 Australia tour of Great Britain and Ireland,Dublin,Ireland,False,,
1984-11-24,Wales,Australia,9,28,1984 Australia tour of Great Britain and Ireland,Cardiff,Wales,False,,
1984-12-08,Scotland,Australia,12,37,1984 Australia tour of Great Britain and Ireland,Edinburgh,Scotland,False,,
1985-02-02,England,France,9,9,1985 Five Nations Championship,London,England,False,,
1985-02-02,Scotland,Ireland,15,18,1985 Five Nations Championship,Edinburgh,Scotland,False,,
1985-02-16,France,Scotland,11,3,1985 Five Nations Championship,Paris,France,False,,
1985-03-02,Ireland,France,15,15,1985 Five Nations Championship,Dublin,Ireland,False,,
1985-03-02,Scotland,Wales,21,25,1985 Five Nations Championship,Edinburgh,Scotland,False,,
1985-03-16,Wales,Ireland,9,21,1985 Five Nations Championship,Cardiff,Wales,False,,
1985-03-16,England,Scotland,10,7,1985 Five Nations Championship,London,England,False,,
1985-03-30,France,Wales,14,3,1985 Five Nations Championship,Paris,France,False,,
1985-03-30,Ireland,England,13,10,1985 Five Nations Championship,Dublin,Ireland,False,,
1985-04-20,Wales,England,24,15,1985 Five Nations Championship,Cardiff,Wales,False,,
1985-06-01,New Zealand,England,18,13,1985 England rugby union tour of New Zealand,Christchurch,New Zealand,False,,
1985-06-08,New Zealand,England,42,15,1985 England rugby union tour of New Zealand,Wellington,New Zealand,False,,
1985-06-22,Argentina,France,24,16,1985 France tour of South America,Buenos Aires,Argentina,False,,
1985-06-29,New Zealand,Australia,10,9,1985 Australia tour of New Zealand,Auckland,New Zealand,False,,
1985-06-29,Argentina,France,15,23,1985 France tour of South America,Buenos Aires,Argentina,False,,
1985-10-26,Argentina,New Zealand,20,33,1985 New Zealand tour of Argentina,Buenos Aires,Argentina,False,,
1985-11-02,Argentina,New Zealand,21,21,1985 New Zealand tour of Argentina,Buenos Aires,Argentina,False,,
1986-01-18,Scotland,France,18,17,1986 Five Nations Championship,Edinburgh,Scotland,False,,
1986-01-18,England,Wales,21,18,1986 Five Nations Championship,London,England,False,,
1986-02-01,Wales,Scotland,22,15,1986 Five Nations Championship,Cardiff,Wales,False,,
1986-02-01,France,Ireland,29,9,1986 Five Nations Championship,Paris,France,False,,
1986-02-15,Ireland,Wales,12,19,1986 Five Nations Championship,Dublin,Ireland,False,,
1986-02-15,Scotland,England,33,6,1986 Five Nations Championship,Edinburgh,Scotland,False,,
1986-03-01,Wales,France,15,23,1986 Five Nations Championship,Cardiff,Wales,False,,
1986-03-01,England,Ireland,25,20,1986 Five Nations Championship,London,England,False,,
1986-03-15,France,England,29,10,1986 Five Nations Championship,Paris,France,False,,
1986-03-15,Ireland,Scotland,9,10,1986 Five Nations Championship,Dublin,Ireland,False,,
1986-05-31,Argentina,France,15,13,1986 France tour of Argentina and Oceania,Buenos Aires,Argentina,False,,
1986-06-01,Australia,Italy,39,18,1986 Italy tour of Australia,Brisbane,Australia,False,,
1986-06-07,Argentina,France,9,22,1986 France tour of Argentina and Oceania,Buenos Aires,Argentina,False,,
1986-06-21,Australia,France,27,14,"1986 France tour of Argentina, Australia and New Zealand",Sydney,Australia,False,,
1986-06-28,New Zealand,France,18,9,1986 France tour,Christchurch,New Zealand,False,,
1986-07-06,Australia,Argentina,39,19,1986 Argentina tour of Australia,Brisbane,Australia,False,,
1986-07-12,Australia,Argentina,26,0,1986 Argentina tour of Australia,Sydney,Australia,False,,
1986-08-09,New Zealand,Australia,12,13,1986 Australia tour of New Zealand,Wellington,New Zealand,False,,
1986-08-23,New Zealand,Australia,13,12,1986 Australia tour of New Zealand,Dunedin,New Zealand,False,,
1986-09-06,New Zealand,Australia,9,22,1986 Australia tour of New Zealand,Auckland,New Zealand,False,,
1986-11-08,France,New Zealand,7,19,1986 New Zealand tour of France,Toulouse,France,False,,
